0,0.03,1.066666667,0.1111111111
0.2,0.03,1.066666667,0.0888888889
0.4,0.03,0.8,0.1333333333
0.7,0.03,1.033333333,0.0444444444
1.5,0.03,2.2,0.2666666667
1.7,0.03,1.833333333,0.2222222222
1.8,0.03,1.966666667,0.4222222222
1.9,0.03,2.566666667,0.2888888889
2,0.03,4.733333333,0.3777777778
2.1,0.03,6.733333333,0.2444444444
2.2,0.03,8.8,0.7333333333
2.3,0.03,8.333333333,0.3111111111
2.4,0.03,6.2,0.8
2.5,0.03,3.133333333,0.1555555556
2.6,0.03,2.2,0.0666666667
2.7,0.03,5.4,0.9333333333
2.8,0.03,10.66666667,0.4888888889
2.9,0.03,17.06666667,0.3111111111
3,0.03,18.53333333,0.8222222222
3.1,0.03,15.83333333,0.3111111111
3.2,0.03,8.233333333,0.7777777778
3.3,0.03,2.966666667,0.3555555556
3.4,0.03,2.8,0.0666666667
3.5,0.03,8.766666667,0.3555555556
3.6,0.03,18.93333333,1.022222222
3.7,0.03,27,1.866666667
3.8,0.03,25.93333333,0.2444444444
3.9,0.03,20.66666667,1.088888889
4,0.03,10.1,0.5333333333
4.1,0.03,2.6,0.2666666667
4.2,0.03,4.266666667,0.4222222222
4.3,0.03,11.86666667,1.022222222
4.4,0.03,21,0.6
4.5,0.03,30.6,1.066666667
4.6,0.03,28.73333333,0.9111111111
4.7,0.03,20.7,0.2666666667
4.8,0.03,7.6,0.7333333333
4.9,0.03,1.966666667,0.5555555556
5,0.03,3.8,0.9333333333
5.1,0.03,10.66666667,0.6222222222
5.2,0.03,18.46666667,0.9777777778
5.3,0.03,23.2,1.133333333
5.4,0.03,21.03333333,1.311111111
5.5,0.03,14.2,0.6
5.6,0.03,5.4,1.133333333
5.7,0.03,1.2,0.6666666667
5.8,0.03,3.566666667,0.5777777778
5.9,0.03,9.166666667,0.9777777778
6,0.03,11.8,1.2
6.1,0.03,14.93333333,0.7111111111
6.2,0.03,12,0.8
6.3,0.03,8.066666667,0.3111111111
6.4,0.03,3.866666667,0.3777777778
6.5,0.03,1.966666667,0.6444444444
6.6,0.03,3.2,0.4
6.7,0.03,4.933333333,0.3111111111
6.8,0.03,5.9,0.2666666667
6.9,0.03,6.2,0.4666666667
7,0.03,5.533333333,0.6444444444
7.1,0.03,3.466666667,0.5111111111
7.2,0.03,2.3,0.2
7.3,0.03,1.433333333,0.1111111111
7.4,0.03,1.433333333,0.5555555556
7.5,0.03,1.466666667,0.3555555556
7.6,0.03,1.2,0.2
7.7,0.03,2.033333333,0.4222222222
7.8,0.03,1.033333333,0.2888888889
7.9,0.03,1.6,0.0666666667
