7.28,0.03,84,0.1
7.21,0.03,143.1,0.1
7.12,0.03,214,0.2
7.01,0.03,299.5,0.1
6.85,0.03,273.7,0.2
6.76,0.03,197.9,0.1
6.71,0.03,126.9,0.1
6.6,0.03,25.9,0.05
6.54,0.03,13.3,0.05
6.48,0.03,34.6,0.1
6.4,0.03,113.9,0.1
6.34,0.03,210.4,0.1
6.29,0.03,298.9,0.1
6.24,0.03,412.6,0.1
6.2,0.03,504.7,0.1
6.15,0.03,594.8,0.1
6.08,0.03,700.2,0.1
6.02,0.03,713,0.1
5.98,0.03,685.4,0.1
5.91,0.03,596,0.1
5.85,0.03,480.4,0.1
5.79,0.03,354.8,0.2
5.74,0.03,215.4,0.1
5.7,0.03,133.2,0.1
5.64,0.03,41.8,0.1
5.61,0.03,14.3,0.1
5.55,0.03,42.2,0.1
5.49,0.03,147.1,0.1
5.44,0.03,269.8,0.1
5.4,0.03,428.3,0.1
5.37,0.03,532.1,0.1
5.31,0.03,700.6,0.1
5.27,0.03,860,0.1
5.23,0.03,979.2,0.1
5.2,0.03,1053,0.1
5.17,0.03,1111,0.1
5.13,0.03,1155,0.1
5.1,0.03,1160,0.1
5.05,0.03,1104,0.1
5,0.03,993,0.1
4.96,0.03,852.9,0.1
4.92,0.03,710.3,0.1
4.89,0.03,610.4,0.1
4.85,0.03,470,0.1
4.82,0.03,375.6,0.1
4.77,0.03,225.4,0.1
4.73,0.03,103.2,0.1
4.68,0.03,29.3,0.1
4.65,0.03,16.5,0.1
4.62,0.03,30.8,0.1
4.58,0.03,107,0.1
4.54,0.03,228.2,0.1
4.5,0.03,384.8,0.1
4.45,0.03,620.2,0.1
4.41,0.03,755.2,0.1
4.36,0.03,931.4,0.1
4.34,0.03,1016,0.5
4.31,0.03,1108,0.5
4.29,0.03,1100,0.5
4.25,0.03,1273,0.5
4.23,0.03,1315,0.5
4.2,0.03,1347,0.5
4.17,0.03,1352,0.5
4.14,0.03,1332,0.5
4.11,0.03,1281,0.5
4.08,0.03,1182,0.5
4.05,0.03,1083,0.5
4.01,0.03,934.2,0.1
3.97,0.03,731.7,0.1
3.93,0.03,553.6,0.1
3.88,0.03,380.7,0.1
3.84,0.03,259.2,0.1
3.79,0.03,146.9,0.1
3.75,0.03,60.4,0.1
3.71,0.03,31.9,0.1
3.67,0.03,54.2,0.1
3.62,0.03,151.5,0.1
3.58,0.03,286.9,0.1
3.54,0.03,434.7,0.1
3.5,0.03,602.9,0.1
3.44,0.03,834.3,0.1
3.4,0.03,978.2,0.1
3.34,0.03,1053,0.1
3.26,0.03,1083,0.1
3.22,0.03,1049,0.1
3.16,0.03,946.9,0.1
3.12,0.03,849.3,0.1
3.05,0.03,606.1,0.1
2.99,0.03,398.7,0.1
2.94,0.03,228.3,0.1
2.89,0.03,139.9,0.1
2.84,0.03,80.5,0.1
2.79,0.03,48.9,0.1
2.74,0.03,64.7,0.1
2.68,0.03,144.5,0.1
2.62,0.03,266.6,0.1
2.56,0.03,417.5,0.1
2.51,0.03,551,0.1
2.45,0.03,645.9,0.1
2.4,0.03,700.8,0.1
2.34,0.03,715.2,0.1
2.28,0.03,694.1,0.1
2.21,0.03,604.5,0.1
2.16,0.03,505.8,0.1
2.09,0.03,359.5,0.1
2.03,0.03,216.2,0.1
1.98,0.03,133.3,0.1
1.95,0.03,95.3,0.1
1.9,0.03,61,0.1
1.85,0.03,48.6,0.1
1.81,0.03,52,0.1
1.76,0.03,73.7,0.1
1.7,0.03,126.6,0.1
1.65,0.03,187.7,0.1
1.59,0.03,245.6,0.1
1.55,0.03,284,0.1
1.5,0.03,316.2,0.1
1.46,0.03,327.6,0.1
1.41,0.03,327.1,0.1
1.35,0.03,309.8,0.1
1.3,0.03,286.3,0.1
1.24,0.03,240.7,0.1
1.2,0.03,201,0.1
1.15,0.03,155.2,0.1
1.1,0.03,111.3,0.1
1.04,0.03,70.6,0.1
0.99,0.03,46.1,0.1
0.92,0.03,34.3,0.1
